img_id,phase_mask_height,phase_mask_smoothing,dist_pm_im,focus_plan_var,NA,num_ellipsoids,mse_nn_um_opds_um,mse_admm_um_opds_um,ncc_nn,ncc_admm
2,0.36319758578429173,0.8175813555717468,2258.7627172470093,-1.9200822407583473,0.751669704914093,2,5915.430483912919,629.3117091741847,0.014971785341521672,0.9890497346759295
8,0.508114680997096,0.4586297869682312,2972.5967906415462,-6.0194520301593,0.7861483097076416,5,2165.360301473182,816.9990104337899,-0.05350051338776388,0.7991654084405975
